page_id,name,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR,dc/marvel
2775,Satanus (New Earth),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,54.0,"1992, August",1992.0,dc
601918,Turghol (Earth-616),Public Identity,,Black Eyes,Black Hair,Male Characters,,Living Characters,7.0,Jun-73,1973.0,marvel
448375,Pere Kauraka (Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,1.0,Sep-40,1940.0,marvel
654228,Guinevere (Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,3.0,May-55,1955.0,marvel
183680,Ev Carley (Earth-616),No Dual Identity,Neutral Characters,,,Male Characters,,Deceased Characters,3.0,,,marvel
12251,Ekron (New Earth),Secret Identity,Neutral Characters,Green Eyes,,Male Characters,,Living Characters,4.0,"2006, September",2006.0,dc
47524,Anpu (Earth-616),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,6.0,Aug-76,1976.0,marvel
191399,Mister Poseidon (New Earth),,Bad Characters,,,Male Characters,,Living Characters,4.0,"1961, December",1961.0,dc
304879,Sihing (Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,5.0,Oct-07,2007.0,marvel
290770,Tigris (New Earth),Secret Identity,Bad Characters,Black Eyes,,Female Characters,,Living Characters,1.0,"2005, November",2005.0,dc
29200,T-Rex (Earth-616),,,,,Male Characters,,Living Characters,1.0,Nov-05,2005.0,marvel
116241,Vice (Grip) (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,Jan-90,1990.0,marvel
21110,Jacob Weisenthal (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,6.0,Sep-92,1992.0,marvel
13130,Nanny (Magneto's Robot) (Earth-616),Public Identity,Bad Characters,,,Female Characters,,Living Characters,,Aug-78,1978.0,marvel
282315,John Gideon (Earth-616),,Bad Characters,,Blond Hair,Male Characters,,Deceased Characters,3.0,Sep-96,1996.0,marvel
11173,Vath Sarn (New Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,67.0,"2005, November",2005.0,dc
721573,Lee Kearns (Earth-616),,Good Characters,,,Male Characters,,Living Characters,3.0,Jun-63,1963.0,marvel
555921,Al Gentle (Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,,Dec-81,1981.0,marvel
167858,Rama Kaliph (Earth-616),No Dual Identity,,Brown Eyes,Grey Hair,Male Characters,,Living Characters,10.0,Sep-65,1965.0,marvel
1944,Kro (Earth-616),Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,,Living Characters,59.0,Aug-40,1940.0,marvel
250133,Brian Kornfield (Earth-616),Secret Identity,Neutral Characters,Multiple Eyes,Blond Hair,Male Characters,,Living Characters,1.0,Oct-93,1993.0,marvel
19541,Nathan Lubensky (Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,87.0,Oct-80,1980.0,marvel
1277,Willard Weir (Earth-616),,Bad Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,16.0,Jan-70,1970.0,marvel
4817,Rebecca Jones (New Earth),Secret Identity,Bad Characters,Red Eyes,Blue Hair,Female Characters,,Living Characters,24.0,"1984, March",1984.0,dc
691082,Wildmoon (Earth-616),Public Identity,Bad Characters,,White Hair,Male Characters,,Deceased Characters,1.0,Mar-90,1990.0,marvel
310258,Mister Meteor (New Earth),Secret Identity,Good Characters,,,Male Characters,,Living Characters,3.0,"2008, May",2008.0,dc
215250,Anthony Dunn (New Earth),,Good Characters,,,Male Characters,,Living Characters,14.0,"1984, January",1984.0,dc
727084,Ernst Mueller (Earth-616),No Dual Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,8.0,Jan-65,1965.0,marvel
311763,Super Sentry (Earth-616),,,,,,,Living Characters,1.0,Sep-69,1969.0,marvel
40333,Karl Courtney (New Earth),Secret Identity,Bad Characters,Blue Eyes,,Male Characters,Homosexual Characters,Deceased Characters,10.0,"1976, June",1976.0,dc
300227,Doc (Lilin) (Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,3.0,Oct-92,1992.0,marvel
505748,Amalga-Beast (Earth-616),,Bad Characters,,,,,Living Characters,1.0,May-67,1967.0,marvel
211527,Ming Dynasty (New Earth),Secret Identity,,,,Male Characters,,Living Characters,1.0,"2010, December",2010.0,dc
14476,Lemuel McPhee (Earth-616),Public Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Living Characters,3.0,Jun-89,1989.0,marvel
63416,Michael Adams (New Earth),,,,,Male Characters,,Living Characters,1.0,"1996, October",1996.0,dc
177271,Stanch (New Earth),,Bad Characters,,,Male Characters,,Living Characters,5.0,"2007, August",2007.0,dc
2392,Brunnhilde (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,361.0,Dec-70,1970.0,marvel
259774,Anthony Bronson (Earth-616),No Dual Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,2.0,Apr-04,2004.0,marvel
503018,Bradley Manning (Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,1.0,Sep-44,1944.0,marvel
20754,Sally Floyd (Earth-616),No Dual Identity,,Brown Eyes,Black Hair,Female Characters,,Living Characters,41.0,Jan-06,2006.0,marvel
750976,Nightfall (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,2.0,,,marvel
5492,Bruce Dickson (Earth-616),Secret Identity,,Blue Eyes,Blond Hair,Male Characters,,Living Characters,30.0,Aug-40,1940.0,marvel
81461,Sun-Chained-In-Ink (New Earth),,Bad Characters,,,Male Characters,,Living Characters,1.0,"2008, July",2008.0,dc
91076,Iron Jaws (New Earth),,Good Characters,,,Male Characters,,Deceased Characters,4.0,"1972, June",1972.0,dc
310603,Snow Owl (New Earth),Secret Identity,Good Characters,,,Male Characters,,Living Characters,,"1996, August",1996.0,dc
9858,Thomas Duffy (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,5.0,Mar-96,1996.0,marvel
72558,Billy Cassady (Earth-616),No Dual Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,1.0,Jul-88,1988.0,marvel
39506,Steel Serpent (Death Touch) (Earth-616),Public Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,,Deceased Characters,2.0,Mar-75,1975.0,marvel
177076,Katrinka Janice Clayton (Earth-616),No Dual Identity,,,,Female Characters,,Living Characters,2.0,Mar-79,1979.0,marvel
35497,Noah Burstein (Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,41.0,Jun-72,1972.0,marvel
524973,Furman (Earth-616),Secret Identity,,,,Male Characters,,Living Characters,2.0,Mar-93,1993.0,marvel
159698,Andrew Howe (New Earth),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,6.0,"1996, January",1996.0,dc
86049,Michael Tucker (Earth-616),,,,,Male Characters,,Living Characters,2.0,Jan-89,1989.0,marvel
2425,Anton Miguel Rodriquez (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,27.0,Jul-74,1974.0,marvel
59307,Slugger Sokolowski (Earth-616),Public Identity,,,,Male Characters,,Living Characters,1.0,Sep-62,1962.0,marvel
691929,Jusuf Khan (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,4.0,,,marvel
35354,Gawain (New Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,8.0,"1936, September",1936.0,dc
24630,Izanagi-No-Mikoto (Earth-616),Secret Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,7.0,Oct-80,1980.0,marvel
129224,Infinity (New Earth),Secret Identity,Good Characters,,,Female Characters,,Living Characters,8.0,"2008, March",2008.0,dc
15711,Elysius (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,25.0,Nov-78,1978.0,marvel
391047,Nicholas Fury (LMD) (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,24.0,Apr-77,1977.0,marvel
137814,Mitchell Mayo (New Earth),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,5.0,"2002, January",2002.0,dc
625451,Taramis (Earth-616),No Dual Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,2.0,Apr-75,1975.0,marvel
598841,Edward Lansing (Earth-616),No Dual Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,2.0,Mar-76,1976.0,marvel
144371,Zharan Pel (New Earth),,Good Characters,,,Male Characters,,Deceased Characters,4.0,1995,1995.0,dc
15963,Oceanus (New Earth),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,17.0,"1985, April",1985.0,dc
98847,Don Stevens (Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,8.0,Aug-41,1941.0,marvel
1956,Lagomorph (New Earth),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,1.0,"2005, October",2005.0,dc
308341,Illya (New Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Deceased Characters,2.0,"1990, May",1990.0,dc
431151,Helgi (Earth-616),,Bad Characters,,,,,Living Characters,1.0,Nov-83,1983.0,marvel
1033,Adri Nital (Earth-616),No Dual Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Deceased Characters,7.0,Jan-75,1975.0,marvel
45178,Percival Pinkerton (Earth-616),Public Identity,Good Characters,Brown Eyes,Grey Hair,Male Characters,,Deceased Characters,130.0,Jul-64,1964.0,marvel
635542,Brad Pym (Earth-616),,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,1.0,,,marvel
400975,Frank Johnson (Zzutak's Creator) (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,,Sep-61,1961.0,marvel
9772,Simon Gilbert (Earth-616),Public Identity,Bad Characters,Grey Eyes,Black Hair,Male Characters,,Deceased Characters,5.0,Mar-72,1972.0,marvel
13337,Yolanda Montez (New Earth),Secret Identity,Good Characters,Brown Eyes,Reddish Brown Hair,Female Characters,,Deceased Characters,64.0,"1985, March",1985.0,dc
2238,Jean-Paul Beaubier (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Homosexual Characters,Living Characters,313.0,Apr-79,1979.0,marvel
135985,Roman Cavallo (New Earth),Public Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,13.0,"2008, March",2008.0,dc
74661,Lucy Cervantes (Earth-616),Secret Identity,Good Characters,,Black Hair,Female Characters,,Deceased Characters,2.0,Oct-07,2007.0,marvel
654906,Josh Arndt (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,6.0,Jun-03,2003.0,marvel
177166,Joseph Pincus (Earth-616),,Good Characters,Grey Eyes,Black Hair,Male Characters,,Living Characters,12.0,Dec-80,1980.0,marvel
556018,Shuffler (Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1.0,Aug-49,1949.0,marvel
364514,Mother Zed (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,1.0,"2006, December",2006.0,dc
184450,Karnak (Heroes Reborn) (Earth-616),,Good Characters,,,Male Characters,,Living Characters,5.0,Jun-97,1997.0,marvel
12772,Gu Lao (New Earth),Public Identity,Good Characters,Black Eyes,,Male Characters,,Living Characters,13.0,"2006, June",2006.0,dc
1226,Frederick Myers (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,157.0,Jul-66,1966.0,marvel
245952,Veronica Benning (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,16.0,May-93,1993.0,marvel
379554,Ilona Markov (New Earth),,Good Characters,,Red Hair,Female Characters,,Deceased Characters,15.0,"1986, February",1986.0,dc
1722,Starbreaker (New Earth),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,18.0,"1972, February",1972.0,dc
308579,Metazoid (Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Deceased Characters,1.0,Sep-68,1968.0,marvel
504832,George Mulford (Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,1.0,Dec-44,1944.0,marvel
718706,Denton Smith (Earth-616),Public Identity,Bad Characters,,Bald,Male Characters,,Living Characters,1.0,Jul-48,1948.0,marvel
58652,Igor Stancheck (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Bald,Male Characters,,Deceased Characters,8.0,Jun-05,2005.0,marvel
752934,Carbon (Human) (Earth-616),,Bad Characters,,,,,Living Characters,2.0,Oct-79,1979.0,marvel
631352,Orkie (Earth-616),Public Identity,Neutral Characters,,White Hair,Male Characters,,Living Characters,3.0,Jul-72,1972.0,marvel
14910,Korrek (Earth-616),Secret Identity,,White Eyes,Blond Hair,Male Characters,,Living Characters,11.0,Dec-73,1973.0,marvel
1903,Despero (New Earth),Public Identity,Bad Characters,Yellow Eyes,,Male Characters,,Living Characters,98.0,"1960, November",1960.0,dc
258011,Daniel Evans (New Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,24.0,"2002, May",2002.0,dc
65941,Sensei (New Earth),Secret Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,33.0,"1968, December",1968.0,dc
48212,Ezili (Earth-616),,Good Characters,,,Female Characters,,Living Characters,1.0,May-90,1990.0,marvel
244486,Daniel Jermain (Earth-616),Public Identity,Neutral Characters,Green Eyes,Red Hair,Male Characters,,Living Characters,3.0,Jun-04,2004.0,marvel
727083,Otto Rabe (Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,8.0,Jan-65,1965.0,marvel
97028,Kraken (New Earth),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,10.0,"2008, January",2008.0,dc
36568,Alex (Morlock) (Earth-616),Secret Identity,Neutral Characters,,,,,Living Characters,1.0,Dec-90,1990.0,marvel
303093,Edgar Warnock (New Earth),,Bad Characters,,White Hair,Male Characters,,Deceased Characters,1.0,"1983, April",1983.0,dc
286234,Doctor Spectron (New Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1.0,"1995, November",1995.0,dc
539924,Arcturus (Rigellian) (Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,3.0,May-78,1978.0,marvel
19051,Heidi Franklin (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,15.0,Oct-90,1990.0,marvel
71760,Dinah Laurel Lance (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,1075.0,"1969, November",1969.0,dc
442857,Vince Sterling (Earth-616),,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,2.0,Jun-70,1970.0,marvel
139559,Nurse Rench (New Earth),,Bad Characters,,Black Hair,Female Characters,,Living Characters,2.0,"1987, October",1987.0,dc
726267,Cheryl Colon (Earth-616),,,,,Female Characters,,Living Characters,12.0,Aug-91,1991.0,marvel
56432,Nora Fries (New Earth),,,,Blond Hair,Female Characters,,Living Characters,4.0,"1997, May",1997.0,dc
288984,Keerg (Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,4.0,Apr-98,1998.0,marvel
3978,Justine Hammer (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,42.0,Jun-97,1997.0,marvel
79661,Baron Zebek (Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,2.0,May-98,1998.0,marvel
18418,Kuro Chin (Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,2.0,Feb-67,1967.0,marvel
18281,Hoopsnake (Brute Force) (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2.0,Oct-99,1999.0,marvel
706004,Eugene Toussaint (Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,2.0,Dec-09,2009.0,marvel
714378,Balaban (Earth-616),No Dual Identity,,,Red Hair,Male Characters,,Living Characters,1.0,Nov-91,1991.0,marvel
507293,Villac Umu (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,5.0,Jul-76,1976.0,marvel
129716,Ebenezer Biggs (New Earth),Public Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,,Living Characters,2.0,"1999, January",1999.0,dc
249647,Joshua Blaine (Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1.0,Nov-46,1946.0,marvel
34741,Sherlock Holmes (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,7.0,"1946, December",1946.0,dc
602394,Teslav Tarasova (Earth-616),,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,5.0,Mar-13,2013.0,marvel
29668,Amina Synge (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,2.0,Aug-06,2006.0,marvel
753157,Air (Elementals) (Earth-616),,Neutral Characters,,,,,Living Characters,2.0,Jul-81,1981.0,marvel
341471,Robert Gomorra (Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,4.0,Aug-10,2010.0,marvel
514523,Aries (Thanos' Zodiac) (Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,,May-12,2012.0,marvel
100099,Gerhard van Ostamgen (Earth-616),Public Identity,,,Black Hair,Male Characters,,Living Characters,1.0,Jul-87,1987.0,marvel
1032,Eric Cameron (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,5.0,Mar-80,1980.0,marvel
478535,Anne Benson (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,3.0,Oct-61,1961.0,marvel
193955,Stinger II (New Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,5.0,"1993, July",1993.0,dc
45614,Lian Goh (Earth-616),Secret Identity,,White Eyes,Blond Hair,Female Characters,,Living Characters,9.0,Sep-97,1997.0,marvel
236786,Mictlantecuhtli (Deity) (Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,1.0,Sep-09,2009.0,marvel
521962,Bei Bang-Wen (Earth-616),,Good Characters,Blue Eyes,Bald,Male Characters,,Living Characters,2.0,Mar-07,2007.0,marvel
100013,Jimmy Crawley (Earth-616),Public Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,1.0,Dec-80,1980.0,marvel
689356,Aunt May (Sandman) (Earth-616),No Dual Identity,,,,Female Characters,,Living Characters,,,,marvel
733290,Patience Drew (Earth-616),,,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,,Apr-89,1989.0,marvel
42113,Olvadi (Earth-616),,,,,Male Characters,,Living Characters,,,,marvel
674863,Kevin (mutant) (Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,1.0,Apr-00,2000.0,marvel
341953,Nurse Maggit (New Earth),Public Identity,Bad Characters,Red Eyes,,Female Characters,,Living Characters,1.0,"1999, September",1999.0,dc
18230,Ce'Athauna Asira Davin (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,,Dec-99,1999.0,marvel
278835,Joshua Turnbull (New Earth),,Neutral Characters,,Black Hair,Male Characters,,Deceased Characters,1.0,"2010, March",2010.0,dc
175458,Grace (Mannite) (Earth-616),Secret Identity,Good Characters,,Blue Hair,Female Characters,,Living Characters,5.0,Sep-99,1999.0,marvel
321451,Dirty Wolff (Earth-616),,,Grey Eyes,Black Hair,Male Characters,,Living Characters,2.0,Jun-00,2000.0,marvel
13226,Makiko Morioka (Earth-616),,,Blue Eyes,,Female Characters,,Deceased Characters,2.0,Oct-03,2003.0,marvel
27580,Robyn Hanover (Earth-616),Public Identity,,,Auburn Hair,Female Characters,,Living Characters,3.0,Sep-96,1996.0,marvel
234775,Nina Close (New Earth),Public Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,1.0,"2007, November",2007.0,dc
16778,Madame Drache (Earth-616),Secret Identity,Neutral Characters,,,Female Characters,,Deceased Characters,2.0,Dec-01,2001.0,marvel
269090,Yao (Dragon) (Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,2.0,Oct-09,2009.0,marvel
568369,Courtney Johnson (Earth-616),Public Identity,Neutral Characters,,Blond Hair,Female Characters,,Living Characters,5.0,Feb-13,2013.0,marvel
3897,Beautiful Dreamer (Morlock) (Earth-616),Secret Identity,Neutral Characters,Grey Eyes,Black Hair,Female Characters,,Deceased Characters,15.0,Jul-85,1985.0,marvel
1794,Hargen (Earth-616),Secret Identity,Neutral Characters,,No Hair,Male Characters,,Living Characters,12.0,Mar-77,1977.0,marvel
410527,Hans Knoblach (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,1.0,Jul-01,2001.0,marvel
184594,Death Man (New Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,7.0,"1966, May",1966.0,dc
43781,Tuval (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,6.0,Aug-71,1971.0,marvel
130712,Micah Flint (New Earth),Secret Identity,Bad Characters,White Eyes,,Male Characters,,Living Characters,9.0,"1997, March",1997.0,dc
240514,Headmaster (Earth-One),Secret Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,2.0,"1982, June",1982.0,dc
745756,Johann Shmidt (Clone) (Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,13.0,Dec-12,2012.0,marvel
481588,Jamal (Earth-616),Public Identity,,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,1.0,Feb-86,1986.0,marvel
243128,Esh-uta (Earth-616),,Good Characters,,,,,Living Characters,1.0,Feb-96,1996.0,marvel
424102,Chlorine (Element) (Earth-616),,Bad Characters,,No Hair,,,Living Characters,1.0,Sep-97,1997.0,marvel
68505,Rebecca Ryan (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,13.0,Sep-07,2007.0,marvel
260743,Overdrive (Earth-616),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,24.0,Jun-07,2007.0,marvel
280247,Skottie Hightower (Earth-616),,,,,Male Characters,,Living Characters,1.0,Feb-85,1985.0,marvel
342916,Tartaro (Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,2.0,Feb-68,1968.0,marvel
64697,Onyx Adams (New Earth),Public Identity,,Brown Eyes,,Female Characters,,Living Characters,34.0,"1985, January",1985.0,dc
8753,Lieutenant General Fredricks (Earth-616),Public Identity,Good Characters,,White Hair,Male Characters,,Living Characters,11.0,Mar-62,1962.0,marvel
123090,Mastodon (Elefante) (Earth-616),,,,Black Hair,Male Characters,,Deceased Characters,5.0,Nov-91,1991.0,marvel
726053,Dixie (Blaze) (Earth-616),,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,6.0,Oct-06,2006.0,marvel
164749,Big Breeda (New Earth),,Good Characters,,Red Hair,Female Characters,,Living Characters,1.0,"1991, June",1991.0,dc
13470,Apollos (Earth-616),Secret Identity,,,,Male Characters,,Living Characters,,,,marvel
44095,Paul Gambi (New Earth),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,13.0,"1963, December",1963.0,dc
81183,Alan Welles (New Earth),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,19.0,"1984, June",1984.0,dc
365772,Onu Murtu (New Earth),,Good Characters,,Red Hair,Female Characters,,Living Characters,7.0,"1965, April",1965.0,dc
17994,Reflex (First Line) (Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Deceased Characters,1.0,Mar-00,2000.0,marvel
454761,Marera Serrano (Earth-616),,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,,Aug-10,2010.0,marvel
705990,Omell (Earth-616),No Dual Identity,Bad Characters,,,Female Characters,,Deceased Characters,1.0,Mar-75,1975.0,marvel
24641,Hodiak (Earth-616),,Good Characters,,,Male Characters,,Living Characters,9.0,Oct-80,1980.0,marvel
590415,Brandy Hardin (Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,4.0,Dec-02,2002.0,marvel
479779,Marty (Earth-616),Public Identity,,,Brown Hair,Male Characters,,Living Characters,1.0,Oct-80,1980.0,marvel
289465,Grendel (New Earth),Public Identity,Bad Characters,Brown Eyes,,Male Characters,,Deceased Characters,13.0,"1975, May",1975.0,dc
471160,Devlunn (Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1.0,Jul-81,1981.0,marvel
404778,Sian Bowen (Earth-616),,Good Characters,,Brown Hair,Female Characters,,Living Characters,2.0,Mar-89,1989.0,marvel
514936,Boswell (Earth-616),,,Black Eyes,Black Hair,Male Characters,,Living Characters,1.0,Feb-66,1966.0,marvel
3941,Sean Watanabe (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,10.0,Dec-90,1990.0,marvel
552547,Alkali Ike (Earth-616),No Dual Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,7.0,Mar-49,1949.0,marvel
18109,Myron MacLain (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,11.0,Jul-69,1969.0,marvel
19928,Michael Bowen (Earth-616),Public Identity,Neutral Characters,,Bald,Male Characters,,Deceased Characters,20.0,Dec-80,1980.0,marvel
121746,Piper Dali (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Black Hair,Female Characters,,Living Characters,8.0,Jul-08,2008.0,marvel
359265,Wally Mosely (New Earth),Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,5.0,"1996, September",1996.0,dc
5557,Aarkus (Earth-616),Secret Identity,Good Characters,White Eyes,No Hair,Male Characters,,Living Characters,72.0,Nov-40,1940.0,marvel
187274,Becky Albright (New Earth),Public Identity,Good Characters,Hazel Eyes,Brown Hair,Female Characters,,Living Characters,1.0,"1998, February",1998.0,dc
509756,Torkon II (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,2.0,Jul-62,1962.0,marvel
3555,Patrick Mulligan (Earth-616),Secret Identity,Good Characters,Green Eyes,Brown Hair,Male Characters,,Deceased Characters,18.0,Sep-04,2004.0,marvel
247479,Gina Morris (Earth-616),,Bad Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,1.0,Aug-96,1996.0,marvel
2072,Madelyne Pryor (Earth-616),Public Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,146.0,Apr-83,1983.0,marvel
15173,Dana Dearden (New Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,,Deceased Characters,12.0,"1996, February",1996.0,dc
68660,Diedre Vance (New Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,10.0,1995,1995.0,dc
262356,Madeline Benoir (New Earth),Secret Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,5.0,"2003, June",2003.0,dc
14912,Nik Mayak (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,14.0,1993,1993.0,dc
1715,Kallark (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blue Hair,Male Characters,,Living Characters,160.0,Oct-77,1977.0,marvel
539684,Zoe Walsh (Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,5.0,Sep-12,2012.0,marvel
